
id,query,answer
fixed-internet-application-steps,kep,"1. Επιλέξτε στη σελίδα Σταθερή & Internet και μετά Vodafone ή Nova.
2.
Κατεβάστε/συμπληρώστε την αίτηση της προσφοράς.
3.
Υπογράψτε μέσω gov.gr ή ΚΕΠ όπου ζητείται.
4.
Ετοιμάστε ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
5.
Στείλτε τα απαραίτητα έγγραφα στο synetelas2011@gmail.com."
fixed-internet-application-steps,ΚΕΠ,"1. Επιλέξτε στη σελίδα Σταθερή & Internet και μετά Vodafone ή Nova.
2.
Κατεβάστε/συμπληρώστε την αίτηση της προσφοράς.
3.
Υπογράψτε μέσω gov.gr ή ΚΕΠ όπου ζητείται.
4.
Ετοιμάστε ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
5.
Στείλτε τα απαραίτητα έγγραφα στο synetelas2011@gmail.com."
fixed-internet-application-steps,internet form,"1. Επιλέξτε στη σελίδα Σταθερή & Internet και μετά Vodafone ή Nova.
2.
Κατεβάστε/συμπληρώστε την αίτηση της προσφοράς.
3.
Υπογράψτε μέσω gov.gr ή ΚΕΠ όπου ζητείται.
4.
Ετοιμάστε ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
5.
Στείλτε τα απαραίτητα έγγραφα στο synetelas2011@gmail.com."
nova-fixed-offer-current,Τι προσφορά υπάρχει για Nova σταθερό και Internet;,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,Nova σταθερό,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,Nova σταθερο,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,Nova internet,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,5G Home,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova 5g home internet,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,"17,90","Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,17.90,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,100 Mbps,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,δωρεάν τέλη,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,μηδενικό κόστος έναρξης,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,5g home internet,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,5g home internet+,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova 5g home,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,100Mbps,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova 5g,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,5g home,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova home internet,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,"nova 17,90","Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova 17.90,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,"nova 17,90 euro","Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
nova-fixed-offer-current,nova offer,"Η σελίδα εμφανίζει Nova 5G Home Internet με δωρεάν τέλη, μηδενικό κόστος έναρξης, ταχύτητες έως 100 Mbps, απεριόριστα προς όλους και τιμή 17,90€/μήνα."
eon-cosmote-tv-offer-current,Υπάρχει προσφορά για Nova EON ή τηλεόραση;,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,Nova EON,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,EON,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,Cosmote TV,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,τηλεόραση,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,tileorasi,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,"20,90","Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,Full Pack,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,2 πάγια δώρο,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,αθλητικά,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,ταινίες,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,eon tv,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,cosmote tv offer,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,tv offer,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,teleorasi prosfora,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,eon+,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,eon plus,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,eon cosmote tv,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,eon tv,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,cosmote tv full pack,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,full pack,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
eon-cosmote-tv-offer-current,tv package,"Ναι. Η σελίδα εμφανίζει προσφορά EON + Cosmote TV Full Pack στα 20,90€/μήνα, με 2 πάγια δώρο, αθλητικά και ταινίες.
Αναφέρονται επίσης αθλητικό θέαμα και πάνω από 6.000 ταινίες και σειρές on demand."
fixed-documents-required,Τι δικαιολογητικά χρειάζονται για αίτηση σταθερής τηλεφωνίας ή internet;,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,σταθερή,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,internet,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,ίντερνετ,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,δικαιολογητικά,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,ταυτότητα,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,διεύθυνση,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,λογαριασμός,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,ΔΕΚΟ,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,GOV,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,dikaiologitika statheri internet,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,statheri internet dikaiologitika,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,gov gr,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,gov.gr,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,kep,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,google maps,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,google maps pin,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,gps,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,pin,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,diefthinsi,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
fixed-documents-required,dieuthinsi,"Για αίτηση σταθερής τηλεφωνίας ή internet χρειάζεται πλήρως συμπληρωμένη αίτηση βάσει του επίσημου template, ψηφιακή υπογραφή μέσω GOV, ευκρινής αστυνομική ταυτότητα μπρος-πίσω και απόδειξη διεύθυνσης εγκατάστασης.
Αν υπάρχει ήδη σταθερή, χρειάζονται όλες οι σελίδες του τελευταίου λογαριασμού σταθερής, όπου φαίνονται ονοματεπώνυμο και πλήρης διεύθυνση.
Αν δεν υπάρχει σταθερή, χρειάζεται λογαριασμός ΔΕΚΟ, όπως ΔΕΗ ή ΕΥΔΑΠ, με ονοματεπώνυμο και πλήρη διεύθυνση."
